,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
635,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST CASA WANDA - BORTOLOTTI OMAR,"VIA IPPOLITO PEDERZOLLI, 5",,331-5073271,,info@casawanda.com,www.casawanda.com,annuale,241963904,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
636,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST DAL NONNO - FAZI FRANCESCA,"VIA ARDARO, 8",,329-7423869,,kikkafazi@gmail.com,www.bbdalnonno.it,annuale,233982198,,,,,4.0,8.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
637,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST DOWN TOWN - LUCCHESE GIUSEPPINA,"VIALE DANTE, 80",,366-4295617,,giusy.lucchese@libero.it,,annuale,234596414,,,,,2.0,5.0,1.0,2.0,camera-senza-bagno,40.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
638,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST FRABOSCHI LAURA,"VIA DISCIPLINI, 28",,348 3652539,,info@studiofraboschi.it,,annuale,242253175,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
639,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,BRIGHENTI MARZIA,"VIA ARDARO, 58",,0464-556094,,info@villabellaria.com,,annuale,1292385,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,100.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
640,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,CASA USARDI - USARDI VITTORIO,"VIA ROVIGO, 19",,0464-554825,,vitusa42@gmail.com,,annuale,240686909,,,,,3.0,6.0,1.0,2.0,camera-senza-bagno,45.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
641,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,GIRASOLI - PAOLI GLORIA,"VIALE CATTONI, 16/A",,328 7477974,,matteoopaoli@gmail.com,,annuale,309057069,,,,,3.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
642,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,LA CASA DI BARBARA - PIOVANELLI BARBARA,"VIA ALBOLA, 14",,0464-356117,,barbaravacanze@gmail.com,,annuale,284323200,,,,,4.0,14.0,2.0,3.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
643,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,L'OASI DI TERESA - PASOLLI TERESA,"VIA FILANDA, 37/A",,,,teresa.pasolli@hotmail.it,,annuale,315931682,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
644,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,PICCOLO B&B - CAPAR IDA,"VIA DELL'ALBOLA, 31",,338 4297193,,piccolobeb@yahoo.com,,annuale,295232650,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
645,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,RIVA CITY VIEW - AFFABA STEFANO,"VIALE DANTE ALIGHIERI, 80",,0464-715089,,rivacityviewbb@gmail.com,,annuale,309057864,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
646,RIVA DEL GARDA,TRENTO,BED & BREAKFAST,,TORBOLI MARCO,"VIA DIAZ, 24",,340-5204343,0464-567474,vecchiariva2015@gmail.com,,annuale,1292406,,,,,2.0,4.0,1.0,2.0,camera-senza-bagno,70.0,,,,,,,,,,,,,,BBqualita,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
647,RIVA DEL GARDA,TRENTO,CAMPEGGIO,1stella,AL LAGO,"VIALE ROVERETO, 112",,0464-553186,0464-559772,info@campingallago.com,www.campingallago.com,annuale,1284470,971570221.0,,,,,,,,piazzola,12.0,SI,4.0,allestimento-mobile-case-mobili,80.0,,,,65.0,0.0,2.0,200.0,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
648,RIVA DEL GARDA,TRENTO,CAMPEGGIO,1stella,CAMPING GARDA,"VIA BRIONE, 30/B",BRIONE,0464-552038,0464-552038,info@villasperanza-rivade lgarda.it,www.villasperanza-rivadel garda.it,annuale,1284394,1695350221.0,,,,,,,,piazzola,11.0,,,,,,,,18.0,0.0,0.0,76.0,STANN31,Postazione di lavoro internet,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,BRIONE,75,50000422,38066,
649,RIVA DEL GARDA,TRENTO,CAMPEGGIO,2stelle,CAMPING BAVARIA,"VIALE ROVERETO, 100",,0464-552524,,info@bavarianet.it,www.bavarianet.it,annuale,1284551,1057630228.0,,,,,,,,piazzola,13.0,,,,,,,,73.0,0.0,0.0,236.0,STANN14.campo-basket-volley,Campo basket/volley,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
650,RIVA DEL GARDA,TRENTO,CAMPEGGIO,4stelle,CAMPING BRIONE,"VIA BRIONE, 32",BRIONE,0464-520885,0464-520890,info@campingbrione.com,www.campingbrione.com,annuale,1284361,485050223.0,,,,,,,,piazzola,13.5,SI,4.0,allestimento-mobile-case-mobili,111.0,,,,115.0,8.0,7.0,400.0,STANN14.campo-basket-volley,Campo basket/volley,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,BRIONE,75,50000422,38066,
651,RIVA DEL GARDA,TRENTO,CASA PER FERIE (TRADIZIONALE),,SOGGIORNO LACUSTRE,"VIA ARDARO, 51",,0464-555345,0464-550588,base@blrivagarda.esercito .difesa.it,,annuale,1281098,93000520226.0,,,,50.0,200.0,,3.0,camera-con-bagno,36.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,somministrazione-bevande,STANN14.campo-bocce,Campo bocce,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
652,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,4 LIMONI,"VIA ROVIGO, 28/D",,0464-350498,0464-350298,info@4limoni.com,www.4limoni.com,annuale,70563407,3022950988.0,,,,15.0,60.0,,4.0,appartamento,520.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
653,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,ALPINO,"VIA DEL CORVO, 6-11",,0464-567432,0464-567432,info@casaalpino.it,www.casaalpino.it,annuale,1283482,1115000224.0,,,,1.0,4.0,,4.0,appartamento,100.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
654,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,AMBRA RESIDENCE,"VIALE ROVERETO, 120",,0464-552222,0461-932355,info@ambraresidence.it,www.ambraresidence.it,annuale,1281835,1317870226.0,,,,14.0,50.0,,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
655,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APARTMENTS GARDA LAKE,"VIALE ROVERETO, 47/A",,0464-550024,0464-560576,info@apartmentsgardalake. it,,annuale,1369633,1148630229.0,,,,15.0,60.0,,4.0,appartamento,145.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
656,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI BELLARIVA,"VIA KAFKA, 13",,0464-557474,0464-556633,info@hotelbellariva.com,www.hotelbellariva.com,annuale,219803121,347110223.0,,,,6.0,24.0,,4.0,appartamento,120.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
657,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI DESIREE',"VIA TREVISO, 4",,0464-551963,0464-559204,info@residencedesiree.it,www.residencedesiree.it,annuale,37706024,1953320221.0,,,,9.0,45.0,,5.0,appartamento,130.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
658,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI LEON D'ORO,"VIA DEI FABBRI, 29",,347-5312574,0464-557631,info@leondororiva.it,www.leondororiva.it,annuale,1368725,1962700223.0,,,,7.0,29.0,,3.0,appartamento,155.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
659,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI ROCCA,"PIAZZA GARIBALDI, 3",,0464-552715,0464-552715,info@villaaranci.it,www.villaaranci.it,annuale,1284085,2358750228.0,,,,3.0,10.0,,3.0,appartamento,0.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
660,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI VILLA ROSA,"VIALE TRENTO, 112",,329-6724119,0464-556522,info@villarosariva.it,www.villarosariva.it,annuale,1284177,1099750224.0,,,,11.0,42.0,,2.0,appartamento,150.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
661,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,BELLA VILLA,"VIALE ROMA, 28",,464400206,464400205,info@bellavilla.it,www.bellavilla.it,annuale,1439657,1695920221.0,,,,7.0,19.0,,2.0,appartamento,110.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
662,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,BORGO SAN NAZZARO,"VIA IPPOLITO PEDERZOLLI, 4",,0464-521965,,info@borgosannazzaro.it,www.borgosannazzaro.it,annuale,294733422,2286640228.0,,,,8.0,36.0,,4.0,appartamento,0.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
663,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASA FRANCESCA,"VIA DEL CORVO, 9",,0464-554062,0464-560344,info@casafrancescagarda.c om,www.casafrancescagarda.co m,annuale,1410063,1581690227.0,,,,4.0,15.0,,2.0,appartamento,80.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
664,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,CASA SEMBENINI,"VIALE DANTE, 5",,338 2490338,0464-560659,casa@sembenini.com,www.casasembenini.it,annuale,1283779,,,,,10.0,44.0,,2.0,appartamento,100.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
665,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,GREEN HOLIDAY CAV,"VIA MONTE BRIONE, 15/B",,0464-508399,,info@greenholiday.com,,annuale,253015265,2245980228.0,,,,1.0,4.0,,4.0,appartamento,140.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
666,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENCE MARINA,"VIA MONTE BRIONE, 6",BRIONE,0464-552736,0464-553211,info@marinarivadelgarda.c om,www.marinarivadelgarda.co m,annuale,1282793,250000221.0,,,,30.0,147.0,,4.0,appartamento,140.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,BRIONE,75,50000422,38066,
667,RIVA DEL GARDA,TRENTO,CAV - APPARTAMENTO PER VACANZE,,VILLA ANGELICA,"VIA S. GIACOMO, 48",SAN GIACOMO DI RIVA,0464-556791,0464-521217,info@villaangelicariva.co m,www.villaangelicariva.com,annuale,1283879,,,,,5.0,21.0,,2.0,appartamento,150.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,SAN GIACOMO DI RIVA,65,50000421,38066,
668,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,APPARTAMENTI PER VACANZE PASINA,"LOCALITA' PASINA, 49",PASINA DI RIVA,0464-521560,464521560,immobiliare@gandinisas.it,,annuale,1283996,1778800225.0,,,,8.0,22.0,,1.0,appartamento,25.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,PASINA DI RIVA,65,50000420,38066,
669,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,CASA ALPINO,"VIA DEL CORVO, 6-11",,0464-552245,0464-552245,info@casaalpino.it,www.casaalpino.it,annuale,1281649,1115000224.0,,,,6.0,30.0,,4.0,appartamento,90.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
670,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,CASA CANARINO,"VIA MAROCCO, 27",,0464-552164,,info@casacanarino.it,www.casacanarino.it,annuale,1283427,,,,,3.0,14.0,,4.0,appartamento,150.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
671,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,ELVY,"VIA LONGA, 13",,0464-553070,0464-553070,,,annuale,1282076,,,,,5.0,25.0,,5.0,appartamento,130.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
672,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,RESIDENCE ALLE PALME,"VIALE VANNETTI, 5",,0464-559462,0464-556366,info@residenceallepalme.c om,www.residenceallepalme.co m,annuale,1281808,,,,,11.0,68.0,,5.0,appartamento,202.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
673,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,RESIDENCE ROYAL HOUSE,"VIALE PERNICI, 2",,0464-554507,0464-520893,info@royalhotels.it,,annuale,1283298,1237240229.0,,,,14.0,56.0,,4.0,appartamento,140.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
674,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,RESIDENCE TRIESTE,"VIA FIUME, 17",,0464-551413,0464-552653,info@triesterivadelgarda. com,,annuale,1283284,621180223.0,,,,7.0,26.0,,2.0,appartamento,85.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
675,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,VILLA BELLARIA,"VIA ARDARO, 58",,0464-556094,0464-559876,info@villabellaria.com,www.villabellaria.com,annuale,1284056,1348860220.0,,,,5.0,12.0,,2.0,appartamento,120.0,,,,,,,,,,,,STANN03.zona-relax,Zona relax,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
676,RIVA DEL GARDA,TRENTO,CAV - CASA PER VACANZE,,VILLA PHOENIX,"VIA HEINRICH E THOMAS MANN, 6",,0464-552387,0464-556366,info@villaphoenix.com,www.villaphoenix.com,annuale,1281942,1172700229.0,,,,6.0,32.0,,4.0,appartamento,159.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
677,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,APPARTAMENTI VILLA ARANCI,"VIALE ROVERETO, 23",,0464-552715,0464-552715,info@villaaranci.it,www.villaaranci.it,annuale,1283921,2358750228.0,,,,8.0,24.0,,2.0,appartamento,125.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
678,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE CASCATA VARONE,"VIA GIACOMO BOZZONI, 8",VARONE,0464-521476,0464-521476,cascata@rivadelgarda.com,www.garda.be,annuale,1281850,1311560229.0,,,,18.0,74.0,,4.0,appartamento,116.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,VARONE,135,50000416,38066,
679,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE CRISTINE,"VIALE ROVERETO, 134",,0464-553341,0464-553341,info@cristine.it,www.cristine.it,annuale,1283795,2408240220.0,,,,11.0,44.0,,4.0,appartamento,200.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
680,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE FILANDA,"VIA S. ALESSANDRO, 51",SANT'ALESSANDRO,0464-554734,0464-557159,info@residencefilanda.com,www.residencefilanda.com,annuale,1282528,1766240228.0,,,,34.0,150.0,,2.0,appartamento,112.5,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,SANT'ALESSANDRO,65,50000707,38066,
681,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE GEMMA,"LOC. SAN TOMMASO, 53",SAN TOMMASO,030-394241,030-394241,info@residencegemma.it,www.residencegemma.it,annuale,1283806,739930170.0,,,,5.0,14.0,,2.0,appartamento,38.0,,,,,,,,,,,,,,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,SAN TOMMASO,80,50000419,38066,
682,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE RIVACHIARA,"VIA S. ALESSANDRO, 3",SANT'ALESSANDRO,0464-552279,0464-554140,info@hotelrivierariva.com,www.hotelrivierariva.com,annuale,208659336,831890223.0,,,,8.0,20.0,,2.0,appartamento,155.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,SANT'ALESSANDRO,65,50000707,38066,
683,RIVA DEL GARDA,TRENTO,CAV - RESIDENCE,,RESIDENCE VILLA DINA,"VIA IÂ° MAGGIO, 38",,0464-554125,0464-554125,info@villadina.net,www.villadina.net,annuale,1346307,1580800223.0,,,,7.0,24.0,,2.0,appartamento,68.0,,,,,,,,,,,,STANN14.piscina-scoperta,Piscina scoperta,,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
684,RIVA DEL GARDA,TRENTO,OSTELLO PER LA GIOVENTU',,OSTELLO DELLA GIOVENTU' BENACUS,"PIAZZA CAVOUR, 10",,0464-554911,0464-244553,info@ostelloriva.com,www.ostelloriva.com,annuale,1287549,1552430223.0,,"11,00","2,00",27.0,120.0,,2.0,camera-con-bagno,46.0,,,,,,,,,,,,,,pranzo,,,RIVA DEL GARDA,RIVA DEL GARDA,A.P.T. GARDA TRENTINO,65,38066,RIVA DEL GARDA,73,469,38066,
685,ROMALLO,TRENTO,AFFITTACAMERE,due_soli,ZIO PAO,"VIA PER SAN BIAGIO, 6",,347-3244172,,,,annuale,260432805,1196820227.0,,,,5.0,12.0,0.0,1.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,ROMALLO,ROMALLO,A.P.T. VALLE DI NON,733,38020,ROMALLO,733,470,38020,
686,ROMALLO,TRENTO,AFFITTACAMERE,quattro_soli,AFFITTACAMERE HORSE HOUSE ROOM AND BREAKFAST,"VIA DAMIANO CHIESA, 13",,320-0792421,,info@horsehousedolomiti.i t,www.horsehousedolomiti.it,annuale,267443045,1767240227.0,,,,3.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,prima-colazione,,,ROMALLO,ROMALLO,A.P.T. VALLE DI NON,733,38020,ROMALLO,733,470,38020,
687,ROMALLO,TRENTO,AFFITTACAMERE,quattro_soli,SIR JOE,"VIA G. PANCHERI, 13",,0463-432796,0463-432796,info@sirjoe.net,www.sirjoe.net,annuale,203519466,1055180226.0,"40,00",,"15,00",12.0,21.0,2.0,1.0,camera-con-bagno,60.0,,,,,,,,,,,,STANN09.Pa17.mb,Mountain Bike,prima-colazione,STANN09.Pa17.mb,Mountain Bike,ROMALLO,ROMALLO,A.P.T. VALLE DI NON,733,38020,ROMALLO,733,470,38020,
688,ROMENO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA PARROCCHIALE SALTER,"VIA S. BIAGIO, 5",SALTER,0463-875666,,mezzolombardo@parrocchiet n.it,,annuale,173066853,1164810226.0,,,,13.0,70.0,,70.0,camera-con-bagno,600.0,,,,,3.0,3.0,3.0,,,,,STANN14.tennis-tavolo,Tennis tavolo - ping pong,,,,ROMENO,ROMENO,A.P.T. VALLE DI NON,962,38010,SALTER,948,9910,38010,
689,RONCEGNO,TRENTO,AFFITTACAMERE,quattro_soli,CORONATA HAUS,LOC. MASO VAZZENA,,0461-1851508,0461-1851419,info@coronatahaus.it,www.coronatahaus.it,annuale,215308462,2083740221.0,"20,00",,"12,00",10.0,31.0,4.0,2.0,camera-con-bagno,160.0,,,,,,,,,,,,,,prima-colazione,,,RONCEGNO,RONCEGNO,A.P.T. VALSUGANA - TESINO,535,38050,RONCEGNO TERME,535,472,38050,
690,RONCEGNO,TRENTO,BED & BREAKFAST,,B&B BAITA DANIELA - CENTELLEGHER DANIELA,LOC. PAICOFL,,346-5417938,,chiaracent@alice.it,,annuale,246394848,,,,,2.0,5.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,RONCEGNO,RONCEGNO,A.P.T. VALSUGANA - TESINO,535,38050,RONCEGNO TERME,535,472,38050,
691,RONCEGNO,TRENTO,BED & BREAKFAST,,B&B MONTE TESOBO - DAL FIOR STEFANIA,"LOC. TESOBBO, 11",MONTE DI MEZZO,0461-773185,,info@montetesobo.it,www.montetesobo.it,annuale,1292516,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,75.0,,,,,,,,,,,,,,BBqualita,,,RONCEGNO,RONCEGNO,A.P.T. VALSUGANA - TESINO,535,38050,MONTE DI MEZZO,535,9916,38050,
692,RONCEGNO,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST STRADA FACENDO - POMPERMAIER FRANCESCA,"VIA LONGORE, 2/A",MARTER,348-1553973,,francesca.pompermaier@geo pec.it,,annuale,233759373,,,,,3.0,8.0,2.0,2.0,camera-senza-bagno,74.0,,,,,,,,,,,,,,BBqualita,,,RONCEGNO,RONCEGNO,A.P.T. VALSUGANA - TESINO,535,38050,MARTER,423,9914,38050,
693,RONZONE,TRENTO,AFFITTACAMERE,quattro_soli,VILLA BELFIORE,"VIA ROEN, 6",,0463-831707,0463-448148,info@villa-belfiore.it,www.villa-belfiore.it,annuale,1371818,1522240223.0,"40,00","30,00","12,00",14.0,25.0,0.0,1.0,appartamento,60.0,,,,,,,,,,,,STANN09.Pa17.mb,Mountain Bike,prima-colazione,STANN09.Pa17.mb,Mountain Bike,RONZONE,RONZONE,A.P.T. VALLE DI NON,1094,38010,RONZONE,1085,475,38010,
