,AgencyID,FacilityID,Phone,Email,Website
946,,946,333-6203039,info@bbharmony.it,www.bbharmony.it
947,,947,335-6928548,danielaceschi@tiscalinet. it,
948,,948,0464-801412,centro.cei@vigilfuoco.it,
949,,949,338-1947048,info@babarum.com,www.babarum.com
950,,950,392 9890418,consolatiornella@gmail.co m,
951,,951,0464-410660,lacesura@libero.it,
952,,952,333-1373677,bnbpiazota@email.it,www.bbpiazota.it
953,,953,339-2414616,anticoborgotn@gmail.com,
954,,954,0462-571146,info@hotelnele.com,www.hotelnele.com
955,,955,347-8462764,ebodani76@gmail.com,www.lastubedeipartel.weeb ly.com
956,,956,340-8188384,info@bbdellamontagna.it,
957,,957,0462-871390,info@casavanzetta.it,www.casavanzetta.it
958,,958,0465-702170,ilpicchioristorante@alice .it,www.picchiocomanoterme.it
959,,959,0465-701442,info@cattonihotelplaza.co m,
960,,960,320 3620130,info@arcoambiez.it,www.arcoambiez.it
961,,961,0465-700142,,
962,,962,329 9766817,rentapartit@gmail.com,
963,,963,348-9042218,info@immobiliarecasale.it,www.residenzacasale.it
964,,964,329 9766817,rentapartit@gmail.com,
965,,965,0465-709500,info@hotelangelo.com,www.hotelangelo.com
966,,966,0465-701442,info@cattonihotelplaza.co m,www.cattonihotelplaza.com
967,,967,0464-592117,info@cameadina.com,www.cameadina.com
968,,968,348-5529113,ledro@galet.it,www.galet.it
969,,969,338-4187314,bbledro@yahoo.it,www.bbledro.com
970,,970,348-9045450,ledrocasai@gmail.com,
971,,971,393-8771387,fi.roby@gmail.com,
972,,972,0464-592085,beb.annamaria@alice.it,
973,,973,328-4536643,cristinarieder@hotmail.co m,
974,,974,349-3212193,cisfranco@yahoo.it,
975,,975,347-6876887,info@villacinzia.trentino .it,www.villacinzia.trentino. it
976,,976,0464-591250,info@camping-al-lago.it,www.camping-al-lago.it
977,,977,0464-596184,info@campingcasavecchia.i t,www.campingcasavecchia.it
978,,978,0464-591276,info@campingazzurro.net,www.campingazzurro.net
979,,979,0464-508496,info@campingalsole.it,www.campingalsole.it
980,,980,0464-508168,p.c.incoronata.biacesa@vi rgilio.it,
981,,981,349-7946730,info@casaledro.it,www.casaledro.it
982,,982,0464-508133,,
983,,983,0464-594237,danilo.crosina@email.it,
984,,984,0464-597016,santimauro70@alice.it,www.valleledro.it
985,,985,348-1460963,info@enjoyledro.it,www.enjoyledro.it
986,,986,0464-508399,info@greenholiday.com,www.greenholiday.com
987,,987,334-9689079,ledrolakeholiday@gmail.co m,
988,,988,0464-590150,admin@lakeproject.it,www.lakeproject.it
989,,989,0464-591037,casevacanzalido@gmail.com,
990,,990,333-6949722,,
991,,991,349-8516006,morapaola86@gmail.com,www.casacatullo.it
992,,992,346 2852111,,
993,,993,334-9689079,ledrolakeholiday@gmail.co m,
994,,994,340 6569683,info@casolla.com,
995,,995,340-1662123,danilo.crosina@email.it,www.affittivacanzecrosina .com
996,,996,0464-594102,info@allaperla.it,www.allaperla.it
997,,997,0464-591252,info@villaggiosantalucial edro.it,www.villaggiosantaluciale dro.it
998,,998,0463-536208,info@dolcesognocoredo.it,www.dolcesognocoredo.it
999,,999,349-2948375,bbcogol@gmail.com,www.trentinobedandbreakfa st.it/bed/cogol
1000,,1000,0463-536399,marignoli@gmail.com,
1001,,1001,0463-536296,casamiramonti@yahoo.it,www.casamiramonti.it
1002,,1002,0463-536119,casa.betania@alice.it,
1003,,1003,0463-536315,,
1004,,1004,045-8005633,economo@carmeloveneto.it,
1005,,1005,0463-536174,info@vacanzeportale.it,www.vacanzeportale.it
1006,,1006,348-3044174,locandaitinerande@gmail.c om,www.locandaitinerande.com
1007,,1007,0465-734372,dolcevita.ambiez@gmail.co m,
1008,,1008,388-8256013,info@osteriadacore.com,www.osteriadacore.san-lor enzo-in-banale.it
1009,,1009,0465-734012,info@hotelsanlorenzo.net,
1010,,1010,0465-734486,solisurna@rolmail.net,www.solisurna.it
1011,,1011,320-3514004,paologionghi@alice.it,
1012,,1012,333-2393491,affittacameresilvia@gmail .com,
1013,,1013,346 2714960,dapierino@gmail.com,
1014,,1014,320-9571542  339-7050924,bebcapraja@gmail.com,www.villacapraja.it
1015,,1015,030-48221,,
1016,,1016,0463-974133,info@allemeridiane.it,www.allemeridiane.it
1017,,1017,0463-974206,info@jollydimaro.it,www.jollydimaro.it
1018,,1018,0463-973326,info@kaiserkrone.it,www.kaiserkrone.it
1019,,1019,0463-986375,info@splendorhotel.it,www.splendorhotel.it
1020,,1020,320-9365702,paolabertolini@gmail.com,
1021,,1021,0463-974221,agipvalorz@libero.it,
1022,,1022,339-2025512,,
1023,,1023,0463-974023,info@ristoranteanna.com,
1024,,1024,333-3371177,,
1025,,1025,0463-974332,info@campingdolomiti.com,www.campingdolomiti.com
1026,,1026,0464-437516,giovanni.landini@fraticap puccini.it,
1027,,1027,335-485870,nadiaramponi@bonetei.it,www.bonetei.it
1028,,1028,0463-974814,info@residencedimaro.it,www.residencedimaro.it
1029,,1029,333 4070344,info@immobiliareholly.com,
1030,,1030,333-4070344,info@immobiliareholly.com,www.immobiliareholly.com
1031,,1031,0463-901700,info.male@soleneve.it,www.soleneve.it
1032,,1032,366 3000223,armani.filippi@gmail.com,
1033,,1033,347 3361907,countrysisterssnc@gmail.c om,
1034,,1034,328-6766881,info@locandadelpassatore. com,www.locandadelpassatore.c om
1035,,1035,0461-685127,info@lostellodigrumes.it,www.lostellodigrumes.it
1036,,1036,347-9753852,,
1037,,1037,0461 848207,,
1038,,1038,329 4115714,info@bblupo.it,www.bblupo.it
1039,,1039,333-4306830,bebdon@alice.it,
1040,,1040,335-8365333,,
1041,,1041,0465-622129,info@borgoanticosorino.it,www.lalocandaborgoantico. com
1042,,1042,347-1012347,salvagnimichela@tiscali.i t,
1043,,1043,0461-1597612,info@articoimpresasociale .it,
1044,,1044,0465-621120,associazioneilpontesulgua do@yahoo.it,www.pontesulguado.org
1045,,1045,366-9813815,info@tomaselliservizi.it,www.bebtomaselli.net
1046,,1046,366-9813815,info@tomaselliservizi.it,www.bebtomaselli.net
1047,,1047,339-7945539,apollonia31@alice.it,
1048,,1048,339-7945539,apollonia31@alice.it,
1049,,1049,346 5856254,bbcastelivano@gmail.com,www.bbcastelivano.it
1050,,1050,346 5856254,bbcastelivano@gmail.com,www.bbcastelivano.it
1051,,1051,0461-780010,info@comune.castel-ivano. tn.it,
1052,,1052,0461-780010,info@comune.castel-ivano. tn.it,
1053,,1053,0461-683764,marco@marcoarman.it,www.mariabb.it
1054,,1054,0461-652067,valeria.depoda@alice.it,www.agriturdepoda.it/resi denza.html
1055,,1055,0461-652327,info@borgorossi.com,www.borgorossi.com
1056,,1056,0461-652327,info@borgorossi.com,www.borgorossi.com
1057,,1057,333-6616910,baldodiego79@alice.it,
1058,,1058,338-3878566,casaolimpia@akfree.it,
1059,,1059,377-7056232,info@masolimaro.it,www.masolimaro.it
1060,,1060,0465-801425,g.dorna@virgilio.it,www.bedandbreakfastlagioc onda.com
1061,,1061,0461-321513,bbdagiorgio@gmail.com,
1062,,1062,0465-801669,info@campingvalrendena.co m,www.campingvalrendena.com
1063,,1063,0465-321370,,
1064,,1064,0439 768893,info@ristoranteanita.it,
1065,,1065,0439-62749,lanternaverde@libero.it,
1066,,1066,0439-768641,lastei@residencehotel.it,www.residencehotel.it
1067,,1067,0439-68541,info@residencedelweiss.it,www.residencedelweiss.it
1068,,1068,0439-62337,info@villasole.tn.it,www.villasole.tn.it
1069,,1069,349-3574841,,
1070,,1070,3383219896,info@hotelsassmaor.it,www.hotelsassmaor.it
1071,,1071,3383219896,info@hotelsassmaor.it,www.hotelsassmaor.it
1072,,1072,348 2853168,bedandbreakfastscalet@gma il.com,
1073,,1073,334-7024600,info@bbweiss.com,
1074,,1074,333-4749382,info@baitazeni.it,www.baitazeni.it
1075,,1075,368 7413582,,
1076,,1076,348-3653648,info@masoalcervo.com,
1077,,1077,338-5616210,info@gomez.it,
1078,,1078,0439-62426,info@castelpietra.it,www.castelpietra.it
1079,,1079,0439-68347,info@campingsassmaor.it,www.campingsassmaor.it
1080,,1080,041-5987404,segretario@salesianinorde st.it,
1081,,1081,0439-65027,info@accoglienza.diocesi. it,www.accoglienza.diocesi.i t
1082,,1082,0439-68194,,
1083,,1083,0439-689150,rl@clubres.com,www.clubres.com
1084,,1084,0439-68347,ostello.sanmartino@libero .it,
1085,,1085,0465-901593,bebmiravalle@yahoo.it,
1086,,1086,0465-442767,info@groste.it,www.groste.it
1087,,1087,0465-321091,giacomo@ceranelli.it,www.ceranelli.it
1088,,1088,333 1496068,casacampanelle@gmail.com,
1089,,1089,0465-322119,anticofocolare1@yahoo.it,
1090,,1090,335-7024785,serafini.franca@gmail.com,
1091,,1091,0465-503003,info@pradelacasa.it,
1092,,1092,0465-323173,info@pnab.it,www.pnab.it
1093,,1093,0461-585569,miorijohnross@yahoo.it,
1094,,1094,328 8238523,bariselita@gmail.com,
1095,,1095,345-8785797,tonelli_fabio@alice.it,
1096,,1096,333-7681031,alexiastube@yahoo.it,
1097,,1097,0461-1866840,carladolzani@gmail.com,www.masoscricciolo.it
1098,,1098,0461-865377,tullio.bonetti@campeggiol idolilla.it,www.campeggiolidolilla.it
1099,,1099,0461-860423,campeggio@laghidilamar.co m,www.laghidilamar.com
1100,,1100,0463-450089,bmarcob@msn.com,www.bedandbreakfast-benve nuti.it
1101,,1101,3332124593,deldorigat@yahoo.it,www.bebdorigat.it
1102,,1102,0464-433771,cfprovereto@operaarmidaba relli.org,
1103,,1103,0464-433771,cfprovereto@operaarmidaba relli.org,
1104,,1104,0461-959505,amministrazione@faggio.it,www.faggio.it
1105,,1105,0461-959507,info@nest-trento.it,www.nest-trento.it
1106,,1106,0465-326370,organizzazione@terrecomun i.it,
1107,,1107,0461-275711,piaunione@piaunione.it,www.webdiocesi.chiesacatt olica.it/triveneto/trento/00020882_Residenza_Pia_Unione.html
1108,,1108,0461-885555,amministrazione@sdbtrento .it,www.sdbtrento.it
